posting_id,job_id,title,company,location,term,posted_date,deadline,special_requirements,job_responsibilities,required_skills,detail_link,raw_text
460942,460942,Product Management Intern,Intrax Inc - Divisional Office,San Francisco,"Intermediate, Senior",,"Mar 11, 2026 9:00 AM",The University of Waterloo has compiled guidance and frequently asked questions for co-op students planning to work in the U.S. Please review this important information before deciding to apply for a U.S. work term. Work abroad co-op requirements webpage USA Work Permit/J-1 Visa webpage,"What You'll Do Learn our product and internal systems in depth and assist with creating clear, thorough, customer-facing documentation Gain hands-on experience diagnosing product issues, assessing impact, and applying prioritization frameworks to inform backlog decisions. Learn to analyze support trends, evaluate urgency and user impact, and differentiate between immediate risks and longer-term product improvements. Meet with internal stakeholders to understand user pain points and translate them into well-defined product stories for the backlog Support ongoing backlog grooming and product operations activities Collaborate closely with engineering, design, and business teams to ensure a shared understanding of product requirements, bugs, and user needs","What We're Looking For Pursuing a degree in computer science. Exceptional written and verbal communication skills, with the ability to explain technical concepts clearly to non-technical audiences Strong attention to detail and a structured approach to problem-solving Ability to learn complex systems quickly and ask thoughtful questions Comfortable working cross-functionally with engineering, design, and business partners Interest in product management, technology, and improving user experiences Nice to Have (but not Required) Experience with product management tools (e.g., Jira, Confluence) Exposure to customer support, QA, or technical documentation Basic understanding of software development concepts",,"460942 | Product Management Intern | Intrax Inc | Divisional Office | 1 | San Francisco | Intermediate, Senior | 143 | Mar 11, 2026 9:00 AM"
460785,460785,Product Finance Intern,Karbon Digital Limited - Divisional Office,Toronto,"Junior, Intermediate, Senior",,"Mar 10, 2026 9:00 AM",,"Key Responsibilities Support financial modeling for SaaS revenue forecasting, pricing strategies, and scenario planning. Track and analyze core SaaS KPIs, including MRR, CAC, LTV, churn, and payback period. Assist in building dashboards and reports to monitor product performance and customer behavior. Collaborate with product and strategy teams on market sizing and competitive benchmarking. Support unit economics, cost analysis, and P&L modeling for existing and emerging SaaS products. Prepare insights and materials to support executive decision-making and investor readiness.","Currently enrolled in an undergraduate or Master's program in Finance, Accounting, Economics, Business, or a related field. Strong proficiency in Excel and Google Sheets (financial modeling, formulas, pivot tables). Understanding of SaaS business models and metrics within the technology products & services industry. Strong analytical mindset with high attention to detail. Clear communication skills and a collaborative, self-starter attitude. Experience with BI or analytics tools (Looker, Power BI, Tableau). Familiarity with early-stage startups or technology products. Exposure to SQL or other data analysis tools. Strong interest in AI, cloud software, and product-led SaaS businesses",,"460785 | Product Finance Intern | Karbon Digital Limited | Divisional Office | 1 | Toronto | Junior, Intermediate, Senior | 164 | Mar 10, 2026 9:00 AM"
460781,460781,Customer Service Representative Intern,Parrish & Heimbecker Limited - Divisional Office,Cambridge,"Junior, Intermediate, Senior",,"Mar 10, 2026 9:00 AM",Students are responsible for ensuring they are eligible for an 8-month work term before applying. Please discuss your work/study sequence flexibility with your academic advisor as soon as possible.,"What We're Looking For: Currently enrolled in a degree program related to Business Administration, Customer Service, Marketing, or a related field. Strong communication skills and a customer-centric approach. Proficiency in Microsoft Office Suite (Excel, Word, PowerPoint). Full-time availability for a 4-month term, May - Aug 2026","Strong communication (phone, email, in-person) Customer-focused mindset Attention to detail in order processing Problem-solving and issue resolution Teamwork and collaboration Professionalism and tact Time management and organization Willingness to learn and adapt in a fast-paced environment",,"460781 | Customer Service Representative Intern | Parrish & Heimbecker Limited | Divisional Office | 1 | Cambridge | Junior, Intermediate, Senior | 35 | Mar 10, 2026 9:00 AM"
460777,460777,Interim Digital HR and Accounting Specialist,Food for Good Inc - Divisional Office,Niagara falls,"Intermediate, Senior",,"Mar 10, 2026 9:00 AM","This job is funded by the Government of Canada's Student Work Placement Program (SWPP) or Canada Summer Jobs. These programs require that candidates be a Canadian citizen, permanent resident or a protected person defined by the Immigration and Refugee Protection Act.","Responsibilities: 1. Digital Human Resources: Assist in the recruitment process using digital platforms, including posting job openings, screening candidates, and coordinating virtual interviews. Support the onboarding and training of new employees through online training modules and digital onboarding processes. Maintain employee records and manage HR documentation using cloud-based HR management systems. Handle employee inquiries and provide support on HR-related matters via digital communication tools. 2. Digital Accounting and Finance: Assist in the preparation of financial statements, budgets, and reports using digital accounting software. Perform account reconciliations and maintain accurate financial records with the help of automated tools. Support the accounts payable and receivable processes using online payment platforms. Ensure compliance with financial regulations and company policies through digital audit trails and reporting tools. 3. Digital Customer and Client Management: Manage relationships with customers and clients using CRM software, providing exceptional digital service and support. Assist in resolving customer inquiries and issues promptly through online support channels. Support sales activities by providing digital financial and HR insights to the team. 4. Process Development: Contribute to the development and implementation of digital HR and accounting processes and systems, including the automation of routine tasks. Collaborate with the management team to identify areas for improvement and implement changes using digital tools and technologies. Ensure smooth and efficient operation of digital HR and accounting activities by optimizing workflows through technology.","Currently enrolled in Human Resources, Accounting, Finance, Business Administration, Information Technology, or a related field. Strong background in HR and accounting, with a keen interest in leveraging technology for business development. Exceptional communication and organizational skills, with experience in digital communication platforms. Highly ambitious, self-starter, and able to work independently in a digital environment. Ability to manage multiple tasks and priorities effectively, particularly in a remote or hybrid setting. Proficient in Microsoft Office Suite (Word, Excel, PowerPoint), accounting software, and digital HR tools such as HRIS systems. Skills and Competencies: Strong interpersonal skills and ability to build rapport with employees, customers, and clients through digital channels. Excellent problem-solving and analytical abilities, particularly in using digital tools for data analysis. Ability to work independently and as part of a digital team. High level of motivation and drive to achieve targets in a tech-driven environment. Flexibility to adapt to a fast-paced and ever-changing digital landscape. Quick learner with the ability to understand and adapt to different digital systems and processes. Familiarity with ChatGPT or other AI tools. Communication: Strong verbal and written communication skills; proficiency in English is required, and proficiency in French is preferred.",,"460777 | Interim Digital HR and Accounting Specialist | Food for Good Inc | Divisional Office | 1 | Niagara falls | Intermediate, Senior | 31 | Mar 10, 2026 9:00 AM"
460775,460775,"Interim Sales, Business Development, and Technology Specialist",Food for Good Inc - Divisional Office,Niagara falls,"Intermediate, Senior",,"Mar 10, 2026 9:00 AM","This job is funded by the Government of Canada's Student Work Placement Program (SWPP) or Canada Summer Jobs. These programs require that candidates be a Canadian citizen, permanent resident or a protected person defined by the Immigration and Refugee Protection Act. As part of this position, the company conducts reasonable electronic monitoring during working hours in accordance with company policy and applicable Canadian privacy laws. The electronic monitoring will require for a software monitoring program to be downloaded on the student's personal computer. Students are responsible for ensuring they are eligible for an 8-month work term before applying. Please discuss your work/study sequence flexibility with your academic advisor as soon as possible.","Sales and Technology Development Identify and develop new business opportunities using data analytics and CRM tools, particularly Salesforce. Grow and maintain existing customer relationships through Salesforce-driven engagement and regular client touchpoints. Conduct market research using AI tools and advanced analytics to identify trends, opportunities, and emerging needs. Develop and implement strategic, technology-enhanced sales plans to meet and exceed company targets. Leverage ChatGPT and other AI tools for content creation, lead generation, outreach campaigns, and process optimization. Customer Interaction and Tech Integration Engage with potential and existing clients using digital platforms, Salesforce, and other CRM tools to understand their needs and offer tailored solutions. Deliver compelling, tech-assisted sales presentations and product demonstrations, incorporating digital tools and real-time data insights. Use Salesforce and sales automation tools to track and optimize customer interactions, manage the sales pipeline, and ensure timely follow-ups. Represent Food for Good at industry events, conferences, and community meetings, both in person and virtually, using digital platforms to enhance outreach and follow-up. Sales & Partnership Development Identify, engage, and secure new school and vendor partnerships, presenting Food for Good's value proposition and customizing solutions to fit their needs. Develop and deliver sales presentations in-person or virtually to school administrators, parent councils, and other decision-makers. Actively follow up with leads, nurture relationships, and close partnership agreements with schools, food vendors, and other community partners. Research and onboard new vendors, ensuring they meet Food for Good's nutritional and operational standards. Client Servicing & Relationship Management Serve as a key contact for schools, vendors, and community partners, ensuring excellent customer service and proactive issue resolution. Conduct regular site visits to strengthen relationships, gather feedback, monitor program delivery, and ensure partner satisfaction. Collaborate with school administrators and parent councils to ensure seamless program implementation. Business Development & Research Research potential funding opportunities, grants, and partnerships to support program growth and technology enhancements. Conduct market research to identify industry trends, competitor offerings, and potential expansion opportunities. Support the development of business development strategies, including outreach campaigns and targeted sales initiatives.",Key Attributes: Strong work ethic with the ability to manage multiple tasks and priorities effectively. Highly organized and strategic thinker. Proven experience in sales and business development is mandatory. Ability to adapt quickly and contribute to all aspects of operations and business development. Excellent communication and interpersonal skills. Strong problem-solving and analytical abilities.,,"460775 | Interim Sales, Business Development, and Technology Specialist | Food for Good Inc | Divisional Office | 1 | Niagara falls | Intermediate, Senior | 23 | Mar 10, 2026 9:00 AM"
460773,460773,Customer Support Agent,Windscribe Limited - Divisional Office,Toronto,"Junior, Intermediate, Senior",,"Mar 10, 2026 9:00 AM",Students are responsible for ensuring they are eligible for an 8-month work term before applying. Please discuss your work/study sequence flexibility with your academic advisor as soon as possible.,"- Promptly address and resolve customer support requests through ticket queues. - Work with customers to troubleshoot and resolve issues with the product/service. - Participate in weekend support shifts alongside the team to ensure comprehensive 7-day-a-week coverage for customer service - Monitor and respond to inquiries across various channels, including social media and app stores. - Document common problems and solutions internally and publicly. - Escalate software issues, bugs, and feature suggestions to relevant teams. - Analyze repeat problems and communicate them to the appropriate teams for resolution. - Maintain a positive public perception of the company through skillful interaction and resolution of user issues. - Work with leadership to develop new project specific tooling, applications, ideas - Leverage AI-focused tooling to improve quality of life, evolve existing processes","- Strong command of clear and concise vocabulary for conveying technical information to a diverse customer base. - Excellent organizational skills with attention to detail and the ability to thrive in an autonomous work environment. - Emotional intelligence and control while dealing with negative and stressed-out customers. - Resourcefulness with an excellent sense of initiative and accountability. - Daily AI and/or LLM usage, experience and interest. Experience in LLM based app/project development also a huge asset. - Familiarity with prompt engineering, scripting skills. - Ability to learn new software quickly and intuitively, with an understanding of OS/Browser debugging tools such as Browser Devtools and OS debug logs. - Familiarity with networking concepts and operating system components and internals. - Strong communication skills to improve team practices, processes, and documentation. - Ability to work independently while communicating clearly with stakeholders and providing candid and constructive feedback. - Git, Notion, and API integration experience helpful, but not required.",,"460773 | Customer Support Agent | Windscribe Limited | Divisional Office | 1 | Toronto | Junior, Intermediate, Senior | 44 | Mar 10, 2026 9:00 AM"
460772,460772,Field Technician,Englobe Corp - Divisional Office,Brantford,"Junior, Intermediate",,"Mar 10, 2026 9:00 AM",,"Responsibilities Collecting field samples and/or prepare laboratory samples as directed by the laboratory supervisor; Carrying out field, laboratory and soil compaction testing; Recording test data and prepare reports for interpretation of test results by the supervisor; Participating in control of the quality of construction materials (floors, concrete cement and bituminous coated material); Monitoring receipt of materials delivered to the construction site; Compiling quantity data;",Studying in a college program related to Civil or Construction Engineering or a relevant field; Ability to handle samples up to 25kg of materials regularly ; Good oral and written skills to communicate with all personnel involved in the projects; Must have a valid Ontario G Driver's License. Access to a personal vehicle for work purposes (mileage will be compensated) Demonstrated sensitivity and consideration for occupational health and safety,,"460772 | Field Technician | Englobe Corp | Divisional Office | 1 | Brantford | Junior, Intermediate | 73 | Mar 10, 2026 9:00 AM"
460764,460764,Health Nutritionist Intern,Food for Good Inc - Divisional Office,Niagara falls,"Intermediate, Senior",,"Mar 10, 2026 9:00 AM","This job is funded by the Government of Canada's Student Work Placement Program (SWPP) or Canada Summer Jobs. These programs require that candidates be a Canadian citizen, permanent resident or a protected person defined by the Immigration and Refugee Protection Act. As part of this position, the company conducts reasonable electronic monitoring during working hours in accordance with company policy and applicable Canadian privacy laws. The electronic monitoring will require for a software monitoring program to be downloaded on the student's personal computer. Open to hire for an 8-month work term Students are responsible for ensuring they are eligible for an 8-month work term before applying. Please discuss your work/study sequence flexibility with your academic advisor as soon as possible.","Key Responsibilities: Research & Program Development: Conduct research on nutrition policies, community health trends, and school food programs to help design and enhance Food for Good initiatives.Contribute to developing program frameworks, nutritional guidelines, and compliance checklists. Tendering & Contract Bid Submissions: Assist in researching and preparing bids for government and institutional contracts, ensuring submissions meet compliance, nutrition, and funding requirements. Gather and organize supporting data, including health metrics, community needs, and program impact projections. Grant & Funding Research: Identify grant opportunities, funding programs, and partnership options aligned with school nutrition and community health. Support drafting of grant proposals and application packages. Government & Community Outreach: Research and map key contacts at municipal, provincial, and federal levels, along with non-profit and community partners.Assist in preparing outreach materials, policy briefs, and advocacy content. Menu Review & Nutrition Compliance: Evaluate school meal options against PPM-150 guidelines and other health standards. Provide recommendations for improvements based on nutritional quality and cultural inclusiveness. Data Collection & Reporting: Collect program data, track outreach outcomes, and assist with compiling reports for funders, partners, and internal leadership. Create summaries and analysis for grant applications, contract bids, and program reviews. Content Creation & Public Outreach: Develop educational materials, social media posts, and outreach campaigns promoting healthy eating and Food for Good programs. Create targeted content for schools, parents, and community partners. Policy & Best Practices Research: Stay current on nutrition policies, school food regulations, and community health initiatives to identify new opportunities and ensure compliance.ncement.","Education: Currently enrolled in a program in Health Science, Nutrition, Food Science, Political Science, or related field. Nutrition Knowledge: Strong understanding of nutrition principles, dietary guidelines, and food sciences. Research and Outreach Skills: Demonstrated experience in conducting research, analyzing data, identifying grant and funding opportunities, and engaging with government or regulatory bodies. Program Development: Experience in creating or improving health programs with a focus on compliance and effectiveness. Menu Analysis: Ability to evaluate menu options and ensure they comply with established nutrition standards. Technical Writing: Proficient in drafting technical documents and reports with attention to clarity and precision. Communication: Strong verbal and written communication skills; proficiency in English is required, and proficiency in French is preferred. Bonus Experience: Experience with kids' nutrition and designing nutrition programs for children is a strong advantage. Skilled in using ChatGPT and AI tools Desired Attributes: Ambition: Eager to learn, grow, and contribute to impactful projects. Creativity: Innovative thinker with a passion for solving health and nutrition challenges. Self-Starter: Ability to work independently, manage time effectively, and drive projects to completion. Team Player: Excellent collaboration and interpersonal skills.",,"460764 | Health Nutritionist Intern | Food for Good Inc | Divisional Office | 1 | Niagara falls | Intermediate, Senior | 12 | Mar 10, 2026 9:00 AM"
460752,460752,Field Drone Operations Intern,Link Horizon Inc - Divisional Office,Nepean,"Junior, Intermediate",,"Mar 9, 2026 9:00 AM",,"Key Responsibilities The Field Operations Intern's duties may include, but are not limited to, the following: Flight Operations Support: Assist with drone flight operations and mission planning in accordance with company procedures and applicable regulatory and safety requirements. Field Deployment and Installation: Support site setup, hardware installation, and infrastructure deployment activities at active project locations. Operational Procedures and Documentation: Support the development and documentation of flight procedures, safety protocols, and standard operating procedures (SOPs). Data Collection: Assist with photogrammetry, surveying, and sensor-based data collection activities, and support continuous improvement of data acquisition procedures. Data Pipeline & QA: Support the development and operation of data transfer, processing, and quality assurance workflows to ensure reliable delivery of field data to internal systems. Product Validation and Testing: Support product validation efforts through manual analysis, testing, and verification of collected data and generated outputs. General Technical and Operational Support: Perform other technical, field, and operational duties as reasonably assigned.","Currently enrolled in a technical program (Engineering, Computer Science, Geomatics, or related) Interest in robotics, autonomous systems, drones, or field robotics. Strong written and verbal communication skills with experience documenting technical requirements or testing. Comfortable working outdoors for extended periods in varying weather conditions. Ability to lift and transport field equipment up to ~40lbs. Ability to follow structured safety procedures and operational checklists. Ability to work across disciplines including hardware, software, and operations. Core Traits High agency and initiative, proactively identifying problems and solving them without constant direction. Grit and persistence when facing challenging engineering and operational problems. Comfort working in a high-velocity environment where iteration speed is prioritized and requirements evolve in real-time. Nice-to-Have Experience flying, maintaining, or working with drones or in drone operations. Experience or training in the aviation space. Experience working in construction and/or land development or adjacent fields. Familiarity with the DJI ecosystem of software tools. Exposure to photogrammetry, GIS, or geospatial data processing tools (e.g., QGIS, ArcGIS, DJI Terra, Pix4D). Basic familiarity with Python, scripting, or data analysis tools. Comfort learning and using technical software tools and command-line workflows. Transport Canada Basic or Advanced Operations Drone Pilot Certifications. A personal vehicle to travel to site with on rare occasions. The ambition to start your own company in the future. Note",,"460752 | Field Drone Operations Intern | Link Horizon Inc | Divisional Office | 1 | Nepean | Junior, Intermediate | 173 | Mar 9, 2026 9:00 AM"
460731,460731,Process Engineering Specialist Co-op,Purolator Inc - Corporate,Mississauga,"Intermediate, Senior",,"Mar 10, 2026 9:00 AM",,"Create, develop, and improve Purolator methods. Requires a hands-on approach for determining the best way to complete a procedure or job task in Purolator operations. Work directly with operation management and hourly employees to determine most productive way to complete a core job functions(sorting, unloading, loading, delivery, etc.). Define and document job methods. Work with learning and development to create training material for methods that you've designed and updated. Drive work simplification through methods and tools including digitization of operations environment, standard work to minimize learning curves and creating timely and relevant metrics to connect work instructions and results. Consider health and safety aspects when introducing standards and methods. Participates in any new job designs, equipment, and automation to ensures methods and standards are created to accommodate. Complete time studies in various terminals across Purolator's network. Utilize software Standards Pro (MOST) to complete time study measurements that become the foundation for Purolator work measurement. Complete new/updated terminal work measurements in Purolator's network. This includes AM Dock, PM Dock, On Road, Clerical activities, and more. Continuously create new time studies as technology and automation are integrated in Purolator terminals. Or when Purolator changes their job design and equipment types. Work with operations to ensure that time studies are completed properly and are achievable. Work with operations on completing work measurement and ensure the measurements consider all aspects of the operation. Work with learning and development on training content as needed.","Experience or exposure to time study and work measurement, knowledge of time measurement units. Utilize software Standards Pro (MOST) to complete Standard Work times Maynard Operation Sequence Technique experience or exposure Demonstrated understanding of time and motion studies and or time allowance measurements. Working knowledge of project planning and project management. Experience or exposure in the integration of engineering and management principles, including developing and improving products or services, processes, facilities, information systems, work methods and performance standards, human resource planning, production planning and control, financial and cost systems. Experience or exposure with concept related to industries that have job methods and a set of standard expectations for each position. Strong problem solving, communication, team building and people skills. Ability to commute around the GTA and be able to work within the operation for different shift requirements: overnight, afternoon, during the day and early morning. Excellent communication, interpersonal and presentation skills Highly proficient PC skills including CAD, MS Excel, Access and Visio. Querying skills (SQL) a strong asset. Self-motivated, capable of managing multiple projects and strong data mining skills Valid driver's license",,"460731 | Process Engineering Specialist Co-op | Purolator Inc | Corporate | 1 | Mississauga | Intermediate, Senior | 203 | Mar 10, 2026 9:00 AM"
460728,460728,Accounting Student,Foster Thibeault Youell Radley Professional Corporation - Divisional Office,Aurora,"Junior, Intermediate, Senior",,"Mar 10, 2026 9:00 AM",,"Roles and Responsibilities: Preparation of compilation and when available review and audit working paper files, by collecting, disseminating and concluding on the information provided by the client. Preparation of year end financial statements Preparation of personal and corporate tax returns Apply knowledge of Accounting Standards for Private Enterprises or Accounting Standards for Not for Profit Organizations within the context of the preparation of the working paper file and preparation of year end financial statements Assistance with year end tax planning for owner-managers in conjunction with preparation of corporate tax returns Preparation of adhoc tax filings, elections and other forms as necessary May include some bookkeeping responsibilities, which include recording banking and credit card transactions from source documents and perform applicable account reconciliations as necessary (bank reconciliations as well as tax account reconciliations) May include some administrative tasks (filing, printing and e-filing of returns) Collaborate with staff and the partners as necessary or as required Maintain flexibility to travel locally, when necessary","Requirements: Currently enrolled in an Accounting or related program Ability to adapt and learn new software and processes A focus on client services with the ability to pivot as needed based on client needs and requirements Prior work experience with accounting and tax is an asset, but not a requirement Experience with tax and accounting software is an asset, but not a requirement (primarily, Profile (for T2's, T1's, T3's, T4's, T5's, and various elections), CaseWare, Caseview, QuickBooks desktop and Online, and Sage 50)",,"460728 | Accounting Student | Foster Thibeault Youell Radley Professional Corporation | Divisional Office | 1 | Aurora | Junior, Intermediate, Senior | 0 | Mar 10, 2026 9:00 AM"
460726,460726,"Financial Analyst, Co op",Docebo Inc - Divisional Office,Toronto,"Intermediate, Senior",,"Mar 10, 2026 9:00 AM",,,"SKILL REQUIREMENTS Required: Currently pursuing a degree in Accounting, Finance, Business Administration, or a related field. Strong analytical skills and a keen eye for detail. Effective communication skills, capable of presenting complex data in an understandable format. Proficient in Microsoft Excel and other Office Suite Eager to learn, highly motivated, and able to juggle multiple tasks. Available to work in a hybrid office model, combining in-person collaboration with the flexibility of working from home. Nice-to-have: Previous working experience with similar role or co-op term",,"460726 | Financial Analyst, Co op | Docebo Inc | Divisional Office | 1 | Toronto | Intermediate, Senior | 175 | Mar 10, 2026 9:00 AM"
460725,460725,check_circle Software Test Co-op,Intellijoint Surgical Inc - Divisional Office,Kitchener,"Junior, Intermediate, Senior",,"Mar 10, 2026 9:00 AM",,"Main Duties: Contribute to multiple phases of the product development process, with an emphasis on software testing Design, develop, execute, and maintain manual and automated test activities utilizing various testing methodologies and practices in an agile environment Support product development and technical investigations Participate in risk management, requirements definition, bug triage, backlog refinement and sprint planning processes to ensure features and defects are effectively tested Contribute to the continuous improvement and application of development and testing processes, best practices, and tools Technologies we use & teach: macOS development (Swift, Objective-C, XCode, Cocoa) Functional, reactive programming (RxSwift) Linear algebra concepts (transformation/rotation matrices, vector/matrix math)","Skills and Experience to Enable Success: Currently enrolled in a relevant field (e.g. Computer Science, Software Engineering, Biomedical Engineering, or related) Ability to conduct research on emerging technologies Strong aptitude for Computer Science, Engineering, or Technology, and Medical Devices General Knowledge of test methodologies, writing test plans, and creating test cases Strong technical writing skills Interested in medical technology and how it can genuinely improve surgical outcomes",,"460725 | check_circle Software Test Co-op | Intellijoint Surgical Inc | Divisional Office | 1 | Kitchener | Junior, Intermediate, Senior | 358 | Mar 10, 2026 9:00 AM"
460719,460719,Internal Auditor Intern (Co-Op),Constellation Software Inc - Internal Audit,Toronto,"Intermediate, Senior",,"Mar 10, 2026 9:00 AM",,"Perform controls-based audit procedures to support CSI's annual NI 52-109 certification. Review audit samples and assist in evaluating the design adequacy and operating effectiveness of key internal controls over financial reporting. Maintain accurate and timely documentation of audit procedures, findings, and supporting evidence. Proactively communicate task progress and escalate any issues to audit leads. Collaborate effectively with audit team members to ensure deadlines and audit objectives are met.","Currently enrolled in a Bachelor's program in Accounting, Finance, Business, or a related field, entering year 3 or year 4. Eligible for a full-time co-op work term from May 2026 to August 2026 or May to December 2026. Exceptional attention to detail, with strong organizational and time management skills. Effective verbal and written communication skills, particularly in reporting updates and findings. Proficiency in Microsoft Excel; familiarity with audit or data analysis tools is an asset. Prior coursework or experience in auditing or accounting is preferred.",,"460719 | Internal Auditor Intern (Co-Op) | Constellation Software Inc | Internal Audit | 1 | Toronto | Intermediate, Senior | 88 | Mar 10, 2026 9:00 AM"
460711,460711,Financial Modelling and Due Diligence Co-op,Sapling Financial Consultants Inc - Toronto Office,Toronto,"Intermediate, Senior",,"Mar 10, 2026 9:00 AM",,"Build comprehensive and complex financial models covering client companies' operations (revenue and expense drivers), capital structure (debt, equity and other related structures), working capital items (AR, AP, tax, etc.) and full financial statements (balance sheet, cash flow statement and income statement) Develop quality of earnings databooks and reports, synthesizing financial, accounting, operational and other information from companies going through the M&A process in order to normalize earnings, and provide assurance around claimed earnings Conduct in-depth market, industry and company research on clients, and develop decks and reports, for business plans, business cases, valuations, financial analyses and related documents Develop financial analyses/data analyses providing actionable insight to management through spreadsheets constructed with data from accounting/finance systems, operational systems, HR systems, web databases, etc. Develop and implement dynamic spreadsheet ""tools"" covering a wide range of situations based on client needs. Examples of previous Sapling work in this regard include a manufacturing plant scheduling tool, a plant nursery harvest model, financial statement consolidations, personal finance overviews, life insurance sales models, investment account tax and return calculations, etc. Build automated Key Performance Indicators Dashboards that drill down into a company's financial and operational data to identify key business trends and assist with forming a short and long-term finance strategy As required, assist with proposals (""live"" client leads, government bids, etc.), marketing material development, writing of white papers and blogs, and help in the process of disseminating marketing materials (emails, webinars, etc.)","2nd year students and above enrolled in a business program, who have shown an interest in financial modelling and due diligence Strong computer literacy with emphasis on advanced Excel, PowerPoint, and Word skills, advanced Excel skills and ability to work with spreadsheets are highly desirable Knowledge of Power BI, Tableau, SQL or MySQL databases, and programming (e.g., C#, VBA, Python, R, or other programming language, etc.) is welcomed, but not a must Intellectual curiosity and passion for learning about new industries and new businesses, as well as new technical skills Ability to take ownership of responsibilities and see them through to completion Ability to work independently and manage time and multiple tasks / deadlines / deliverables at once Strong dedication to the team and excellent work ethic, as well as enthusiasm about going above and beyond to ensure our clients achieve their business goals",,"460711 | Financial Modelling and Due Diligence Co-op | Sapling Financial Consultants Inc | Toronto Office | 1 | Toronto | Intermediate, Senior | 51 | Mar 10, 2026 9:00 AM"
460697,460697,Development of electrically conductive nanocomposite films for force sensing,National Research Council Canada - Quantum & Nanotechnologies,Ottawa,"Intermediate, Senior",,"Mar 10, 2026 9:00 AM",Hiring Preference given to Canadian Citizens and Permanent Residents. Security Clearance required. Fingerprinting is required.,"Under the guidance of the researchers at the National Research Council of Canada (NRC), the student will focus on developing conductive flexible nanocomposite films. The student will work on ink formulations, thin film fabrication by blade-coating, and characterization of the resulting conductive films.","Solid knowledge of polymer science and engineering, hands-on skill in material characterizations",,"460697 | Development of electrically conductive nanocomposite films for force sensing | National Research Council Canada | Quantum & Nanotechnologies | 1 | Ottawa | Intermediate, Senior | 76 | Mar 10, 2026 9:00 AM"
460691,460691,Rapid Prototyping Centre Engineering Assistant,University of Waterloo - Faculty of Engineering,Waterloo,Junior,,"Mar 10, 2026 9:00 AM",This position is funded by the Student Awards and Financial Aid Office's Work Placement Program.,"The student co-op position will oversee the daily operation of the Rapid Prototyping Centre, which includes the following responsibilities. Provide support for the Bambu P1S and P2S 3D printers Give guidance to users to help them do their own 3D printing Perform maintenance and repairs as required Operate and maintain the Bambu X1 and Bambu H2D printers Receive part orders from customers, print and finish parts Perform maintenance as required Operate and maintain the Epilog and Trotec laser cutters Receive part orders from customers, produce parts Maintain record of transactions, inventory of materials, and other records Maintain and update WCMS website for Rapid Prototyping Centre Develop new marketing approaches to maximize equipment usage Other tasks at the supervisor's discretion","Experience with Solid Works or equivalent 3D CAD package and AutoCAD is required. Hands-on experience in design, fabrication and maintenance / repairs is beneficial. A high degree of professionalism, organization skill and an ability to collaborate with other students and professionals is also required.",,"460691 | Rapid Prototyping Centre Engineering Assistant | University of Waterloo | Faculty of Engineering | 1 | Waterloo | Junior | 82 | Mar 10, 2026 9:00 AM"
460686,460686,Design Engineering Intern,The Relationship Company - Divisional Office,,"Intermediate, Senior",,"Mar 10, 2026 9:00 AM",,"You'd be one of our first design engineer hires, working directly with the founder. You'll shape the product, brand, and culture from the ground up - help us scale from tens of thousands to millions of users - Build features end-to-end, obsessing over details like performance, layout, typography, etc. - Talk to users, analyze product usage, synthesize insights, and help define how the product looks, works, and feels - Define our brand identity and design systems: make it easy for the team to ship exceptional experiences - Anchor a culture obsessed with craft and delightful, intentional experiences","- Experience with React/TypeScript - You use AI coding tools (Claude Code, Codex, Conductor, etc.) - Excellent eye for composition, typography, and layout - You enjoy owning big, ambiguous projects and making decisions autonomously. You operate well in high-agency environments - You know how to talk to users, gather insights, and design intuitive experiences - Value working with people who are kind, curious, and pragmatic - You personally care about building meaningful relationships - You want to build in consumer specifically",,"460686 | Design Engineering Intern | The Relationship Company | Divisional Office | 2 | | Intermediate, Senior | 191 | Mar 10, 2026 9:00 AM"
